"OBJECTID","TOWNNAME","TOWNNAME_SUGGEST","POSTCODE","PAYS","REGION","X","Y"
258323,"SAINT-CÉLERIN-LE-CLÉRÉ","SAINT-CÉLERIN-LE-CLÉRÉ","72110","FRANCE","72",0,43232,48,12375
258324,"LE GÂVRE","LE GÂVRE","44130","FRANCE","44",-1,75422,47,52336
258326,"SOULGÉ-SUR-OUETTE","SOULGÉ-SUR-OUETTE","53210","FRANCE","53",-0,56999,48,06008
258328,"GRAND'LANDES","GRAND'LANDES","85670","FRANCE","85",-1,64932,46,8201
258334,"CHAMBELLAY","CHAMBELLAY","49220","FRANCE","49",-0,68351,47,68999
258337,"L'HERMENAULT","L'HERMENAULT","85570","FRANCE","85",-0,9005,46,52002
258339,"CHAINTRE","CHAINTRE","49400","FRANCE","49",-0,04906,47,22378
258342,"L'ÎLE-D'ELLE","L'ÎLE-D'ELLE","85770","FRANCE","85",-0,9509,46,32502
258343,"SAINT-DENIS-DES-COUDRAIS","SAINT-DENIS-DES-COUDRAIS","72110","FRANCE","72",0,50667,48,15091
258347,"SAINT-HILAIRE-DU-MAINE","SAINT-HILAIRE-DU-MAINE","53380","FRANCE","53",-0,92991,48,2273
258349,"SAINT-LAURENT-DE-LA-PLAINE","SAINT-LAURENT-DE-LA-PLAINE","49290","FRANCE","49",-0,80378,47,31667
258351,"MAYUN","MAYUN","44410","FRANCE","44",-2,25923,47,44316
258352,"MIRÉ","MIRÉ","49330","FRANCE","49",-0,49092,47,75809
258357,"CAMER","CAMER","44410","FRANCE","44",-2,24584,47,42957
258358,"DENANT","DENANT","85240","FRANCE","85",-0,68751,46,43965
258360,"THOUARÉ-SUR-LOIRE","THOUARÉ-SUR-LOIRE","44470","FRANCE","44",-1,44068,47,26695
258361,"MATHEFLON","MATHEFLON","49140","FRANCE","49",-0,35622,47,58681
258363,"NIORT-LA-FONTAINE","NIORT-LA-FONTAINE","53110","FRANCE","53",-0,54062,48,43755
258364,"TERREHAULT","TERREHAULT","72110","FRANCE","72",0,40129,48,20748
258365,"CUGAND","CUGAND","85610","FRANCE","85",-1,25383,47,06586
258366,"BAZOGES-EN-PAREDS","BAZOGES-EN-PAREDS","85390","FRANCE","85",-0,91477,46,65697
258368,"TORFOU","TORFOU","49660","FRANCE","49",-1,11617,47,03777
258369,"CHEVAIGNÉ-DU-MAINE","CHEVAIGNÉ-DU-MAINE","53250","FRANCE","53",-0,3874,48,43746
258374,"LA BERNERIE-EN-RETZ","LA BERNERIE-EN-RETZ","44760","FRANCE","44",-2,03446,47,08233
258375,"CHAMPTEUSSÉ-SUR-BACONNE","CHAMPTEUSSÉ-SUR-BACONNE","49220","FRANCE","49",-0,65594,47,66726
